NO,SCT_SHIP__NO,MR,COMMERCIAL_INVOICE_NO,INVOICE_DATE,PO_NO,VENDOR,CATEGORY,MAIN_DESCRIPTION_(PO),SUB_DESCRIPTION,SHU,DAS,MIR,AGI,INCOTERMS,CURRENCY,INVOICE_VALUE,FREIGHT,INSURANCE,CIF_VALUE,COE,POL,POD,BL_NO_AWB_NO,VESSEL_NAME_FLIGHT_NO,FORWARDER,SHIP_MODE,PKG,20DC,40DC,40HQ,45HQ,20OT(IN),20OT(OH),40OT(IN),40OT(OH),20FR(IN),40FR(IN),20FR(FV),40FR(OW),"20FR(OW,OH)","40FR(OW,OH)","40FR(OW,OL)",LCL,QTY_OF_CNTR,G_BULK,O_BULK,H_BULK,GWT(KG),CBM,R/T(GRAND-_TOTAL),A_CWT(KG),ETD,ATD,ETA,ATA,ATTESTATION_DATE,DO_COLLECTION,CUSTOMS_START,CUSTOMS_CLOSE,CUSTOM_CODE,DUTY_AMT,VAT_AMT,SHU2,MIR3,DAS4,AGI5,DSV_INDOOR,DSV_OUTDOOR,DSV_MZD,DSV_KIZAD,JDN_MZD,JDN_WATERFRONT,MOSB,AAA_STORAGE,ZENER_(WH),HAULER_DG_STORAGE,VIJAY_TANKS,FLOW_CODE,FLOW_DESCRIPTION
627,HVDC-ADOPT-SCT-0098,E08,HVDC-ADOPT-SCT-0098,2025-05-17,5001009797,Dong-A Bestech,Elec,Cable Gland,Cable Gland 4th,,O,O,O,FOB,USD,84976.24,800.0,943.54,86719.78,KOREA,Busan Port,Khalifa port,SEL00000133,HMM SAPPHIRE,Deugro,C,3,1.0,,,,,,,,,,,,,,,,1.0,,,,5035.0,14.0,14.0,,2025-05-17,2025-05-17,2025-06-21,2025-06-21,2025-11-30,2025-06-23,2025-06-24,2025-06-24,47150.0,15924.0,16720.0,,2025-07-07,2025-07-26,2025-08-30,,,,,,,2025-07-08,,,,,3,Port → WH → MOSB → Site
628,HVDC-ADOPT-SCT-0097-1,E08,HVDC-ADOPT-SCT-0097-1,2025-05-17,5000735555,LS Cable,Elec,"MV, LV & Control Cable",400kv Power Cable Accessories,O,,O,,FOB,USD,26400.0,1600.0,308.0,28308.0,KOREA,Busan Port,Khalifa port,SEL00000135,HMM SAPPHIRE,Deugro,C,13,,,1.0,,,,,,,,,,,,,,1.0,,,,12764.0,30.48,30.48,,2025-05-17,2025-05-17,2025-06-21,2025-06-21,2025-11-30,2025-06-23,2025-06-24,2025-06-24,47150.0,5199.0,5458.0,2025-07-07,2025-12-25,,,,,,,,,2025-07-11,,,2025-07-18,,3,Port → WH → MOSB → Site
629,HVDC-ADOPT-SCT-0086,E08,HVDC-ADOPT-SCT-0086,2025-05-17,5000735555,LS Cable,Elec,"MV, LV & Control Cable",400kv Power Cable Accessories,O,,O,,FOB,USD,782265.5,8000.0,8692.92,798958.42,KOREA,Busan Port,Khalifa port,SEL00000134,HMM SAPPHIRE,Deugro,C,83,2.0,,4.0,,,,,,,,,,,,,,6.0,,,,29639.0,179.05,179.05,,2025-05-17,2025-05-17,2025-06-21,2025-06-21,2025-11-30,2025-06-23,2025-06-25,2025-06-25,47150.0,146711.0,154044.0,2025-11-11,2025-11-13,,,,2025-07-01,,,,,,,,2025-07-10,,3,Port → WH → MOSB → Site
638,HVDC-ADOPT-SCT-0105,E08,HVDC-ADOPT-SCT-0105,2025-05-21,5001004422,Roxtec,Elec,Lighting&Small Power System,Multi Cable Transit,,,,O,FOB,USD,10625.18,800.0,125.68,11550.86,CHINA,Shanghai,Khalifa port,SEL00000238,Cosco Shipping,deugro,C,1,1.0,,,,,,,,,,,,,,,,1.0,,,,643.0,0.91,0.91,,2025-06-01,2025-06-01,2025-06-26,2025-06-26,2025-11-30,2025-06-25,2025-06-26,2025-06-26,47150.0,2122.0,2227.0,,,,2025-08-07,,,,,,,2025-07-11,,,,,3,Port → WH → MOSB → Site
644,HVDC-ADOPT-SCT-0096,I01,HVDC-ADOPT-SCT-0096,2025-05-10,5000801061,SHIN AHN,Inst.,Field Instrument,Field Instrument (3rd),O,O,O,O,FOB,USD,142650.0,1600.0,1586.75,145836.75,KOREA,Busan Port,Khalifa port,SEL00000094,HMM MIR,Deugro,C,4,,,1.0,,,,,,,,,,,,,,1.0,,,,1400.0,12.94,12.94,,2025-05-10,2025-05-10,2025-06-18,2025-06-18,2025-11-30,2025-06-20,2025-06-30,2025-06-30,47150.0,21347.0,36386.0,2025-07-16,2025-07-16,2025-07-26,2025-08-26,,,,,,,2025-07-16,,,,,3,Port → WH → MOSB → Site
646,HVDC-ADOPT-SCT-0094,E08,HVDC-ADOPT-SCT-0094,2025-05-10,5001005974,ILSUNG ACE,Elec,Cable Termimation Kit,Cable Termination Kit (3rd),O,O,O,O,FOB,USD,27387.3,1600.0,318.86,29306.16,KOREA,Busan Port,Khalifa port,SEL00000092,HMM MIR,Deugro,C,8,,,,,,,,,,,,,,,,,0.0,,,,994.0,4.81,4.81,,2025-05-10,2025-05-10,2025-06-18,2025-06-18,2025-11-30,2025-06-20,2025-06-30,2025-06-30,47150.0,,,2025-07-16,2025-07-16,2025-07-26,2025-08-23,,,,,,,2025-07-16,,,,,3,Port → WH → MOSB → Site
655,HVDC-ADOPT-SCT-0101,E08,HVDC-ADOPT-SCT-0101,2025-06-02,5000799801,LS Cable,Elec,"MV, LV & Control Cable","MV,LV & Control CableE (10th)",O,O,O,,FOB,USD,506707.5,8800.0,5670.58,521178.08,KOREA,Busan Port,Khalifa port,SEL00000273,HMM HANBADA,Deugro,C,81,1.0,,5.0,,,,,,,,,,,,,,6.0,,,,94053.0,125.29,125.29,,2025-06-01,2025-06-01,2025-07-10,2025-07-10,2025-12-17,2025-07-09,2025-07-10,2025-07-10,47150.0,95702.0,100486.0,2025-07-23,2025-07-24,2025-07-27,,,,,,,,2025-07-22,,,,,3,Port → WH → MOSB → Site
656,HVDC-ADOPT-SCT-0102,E08,HVDC-ADOPT-SCT-0102,2025-06-02,5000789074,TaeHwa,Elec,Cable Tray System,Cable Tray System (17th),,,,O,FOB,USD,60459.09,5600.0,726.65,66785.74,KOREA,Busan Port,Khalifa port,SEL00000278,HMM HANBADA,Deugro,C,25,1.0,,3.0,,,,,,,,,,,,,,4.0,,,,30494.0,106.46,106.46,,2025-06-01,2025-06-01,2025-07-10,2025-07-10,2025-12-17,2025-07-09,2025-07-10,2025-07-10,47150.0,12264.0,12877.0,2028-08-11,,,2025-07-31,,,,,,,2025-07-22,,,,,3,Port → WH → MOSB → Site
657,HVDC-ADOPT-SCT-0073,E08,HVDC-ADOPT-SCT-0073,2025-06-02,5000799801,LS Cable,Elec,"MV, LV & Control Cable","MV,LV & Control Cable (9th)",O,O,O,O,FOB,USD,120870.0,1600.0,1347.17,123817.17,KOREA,Busan Port,Khalifa port,SEL00000270,HMM HANBADA,Deugro,C,12,,,1.0,,,,,,,,,,,,,,1.0,,,,11681.0,19.81,19.81,,2025-06-01,2025-06-01,2025-07-10,2025-07-10,2025-12-17,2025-07-09,2025-07-10,2025-07-10,47150.0,,22736.0,2025-07-24,2025-07-24,2025-07-27,,,,,,,,2025-07-22,,,,,3,Port → WH → MOSB → Site
660,HVDC-ADOPT-SIM-0079-A,E04-1,HVDC-ADOPT-SIM-0079-A,2025-04-04,SCT-19LT-PRC-PO-004,STATRON,Elec,400kV and 132kV New Converter GIS,Charger System_GHDC,,,,O,CIF,EUR,,,,64610.0,BELGIUM,Antwerp,Khalifa port,BSLA39171,MSC FLAVIA,,C,3,,,,,,,,,,,,,,,,1.0,0.0,,,,1585.0,9.22,9.22,,2025-05-03,2025-05-03,2025-07-06,2025-07-06,2025-11-30,2025-07-08,2025-07-14,2025-07-14,47150.0,,27729.0,,,,,2025-07-17,,,,,,2025-07-17,,,,,3,Port → WH → MOSB → Site
661,HVDC-ADOPT-SIM-0079-B,E04-1,HVDC-ADOPT-SIM-0079-B,2025-04-04,SCT-19LT-PRC-PO-004,STATRON,Elec,400kV and 132kV New Converter GIS,Charger System_DSDC,,O,,,CIF,EUR,,,,64610.0,BELGIUM,Antwerp,Khalifa port,BSLA39171,MSC FLAVIA,,C,3,,,,,,,,,,,,,,,,,0.0,,,,1530.0,9.22,9.22,,2025-05-03,2025-05-03,2025-07-06,2025-07-06,2025-11-30,2025-07-08,2025-07-14,2025-07-14,47150.0,,,,,2025-07-23,,,,,,,,2025-07-17,,,,,3,Port → WH → MOSB → Site
673,HVDC-ADOPT-SCT-0109,E08,HVDC-ADOPT-SCT-0109,2025-06-11,5000801116,Bansuk,Elec,Lighting and Small Power Sysytem,Lighting & Small Power System,O,O,O,O,FOB,USD,195050.0,2400.0,2171.95,199621.95,CHINA,"Shekou, Shenzhen",Khalifa port,SEL00000315,CMA CGM MUSCA,Deugro,C,19,1.0,,1.0,,,,,,,,,,,,,,2.0,,,,10050.0,55.29,55.29,,2025-06-11,2025-06-11,2025-07-16,2025-07-16,2025-11-30,2025-07-17,2025-07-21,2025-07-21,47150.0,36656.0,38488.0,2025-07-25,2025-07-25,2025-07-31,2025-08-04,,,,,,,2025-07-24,,,,,3,Port → WH → MOSB → Site
674,HVDC-ADOPT-SCT-0106,E08,HVDC-ADOPT-SCT-0106,2025-06-13,5000801116,Bansuk,Elec,Lighting and Small Power Sysytem,Lighting & Small Power System,O,O,O,O,FOB,USD,97500.0,1600.0,1090.1,100190.1,Spain,Barcelona,Khalifa port,SEL00000235,MSC Washington,Deugro,C,24,,,1.0,,,,,,,,,,,,,,1.0,,,,3372.5,31.55,31.55,,2025-06-13,2025-06-13,2025-07-21,2025-07-21,2025-11-30,2025-07-21,2025-07-22,2025-07-22,47150.0,18398.0,19317.0,2025-08-04,2025-08-01,2025-08-08,2025-08-03,,,,,,,2025-07-30,,,,,3,Port → WH → MOSB → Site
677,HVDC-ADOPT-SIM-0088,E04-1,EXP2025000000017,2025-07-16,SCT-19LT-PRC-PO-004,EMEK,Elec,400kV and 132kV New Converter GIS,400kv / 132kv Capacitive Voltage Transformers,O,O,O,O,CIF,USD,,,,299080.0,Turkey,Istanbul,Abu Dhabi Airport,71611827502,MB-503,,A,28,,,,,,,,,,,,,,,,,0.0,,,,16388.0,16.02,16.39,,2025-07-16,2025-07-16,2025-07-22,2025-07-22,2025-11-30,2025-07-24,2025-07-24,2025-07-24,47150.0,54920.0,57665.0,2025-08-12,2025-08-12,2025-08-17,2025-08-30,,,,,,,2025-08-12,,,,,3,Port → WH → MOSB → Site
684,HVDC-ADOPT-SCT-0115,I01,HVDC-ADOPT-SCT-0115,2025-06-21,5000801061,SHIN AHN,Inst.,Field Instrument,Main System Equipment,O,O,O,O,FOB,USD,1632195.0,6400.0,18024.55,1656619.55,KOREA,Busan Port,Khalifa port,SEL00000408,HMM GARAM,Deugro,C,18,,,4.0,,,,,,,,,,,,,,4.0,,,,25080.0,173.04,173.04,,2025-06-21,2025-06-21,2025-07-28,2025-07-28,2025-11-30,2025-07-29,2025-07-30,2025-07-30,47150.0,78044.0,308099.0,2025-08-05,2025-08-05,2025-08-11,,2025-08-04,,,,,,2025-08-04,,,,,3,Port → WH → MOSB → Site
690,HVDC-ADOPT-SCT-0117,E08,HVDC-ADOPT-SCT-0117,2025-06-30,5001003776,Sangdong,Elec,Earthing & Lightning Protection Material,Earthing & Lightning Protection Material (5th),O,O,O,O,FOB,USD,30367.57,800.0,351.64,31519.21,KOREA,Busan Port,Khalifa port,SEL00000500,HMM GAON,Deugro,C,4,1.0,,,,,,,,,,,,,,,,1.0,,,,1950.0,5.3,5.3,,2025-06-30,2025-06-30,2025-08-06,2025-08-06,2025-11-30,2025-08-04,2025-08-04,2025-08-04,47150.0,14632.0,15362.0,2025-08-14,2025-08-14,2025-08-22,2025-08-26,,,,,,,2025-08-14,,,,,3,Port → WH → MOSB → Site
691,HVDC-ADOPT-SCT-0118,E08,HVDC-ADOPT-SCT-0118,2025-06-30,5000802593,Sangdong,Elec,Steel Conduit,Steel Conduit (8th),,,,O,FOB,USD,46840.0,800.0,524.04,48164.04,KOREA,Busan Port,Khalifa port,SEL00000501,HMM GAON,Deugro,C,1,,,,,,,,,,,,,,,,,0.0,,,,1310.0,3.09,3.09,,2025-06-30,2025-06-30,2025-08-06,2025-08-06,2025-11-30,2025-08-04,2025-08-04,2025-08-04,47150.0,,,,,2025-09-09,2025-08-23,,,,,,,2025-08-14,,,,,3,Port → WH → MOSB → Site
692,HVDC-ADOPT-SCT-0107,E08,HVDC-ADOPT-SCT-0107,2025-06-30,5000799801,LS Cable,Elec,"MV, LV & Control Cable","MV,LV & Control CableE (11th)",,O,,O,FOB,USD,3393477.1,36000.0,37724.25,3467201.35,KOREA,Busan Port,Khalifa port,SEL00000467,HMM GAON,Deugro,C,255,13.0,,16.0,,,,,,,,,,,,,,29.0,,,,514557.0,607.83,607.83,,2025-06-30,2025-06-30,2025-08-06,2025-08-06,2025-11-30,2025-08-04,2025-08-05,2025-08-05,47150.0,629172.0,668124.0,2025-08-20,2025-10-24,2025-10-19,2025-09-06,,,,,,,2025-08-22,,,,,3,Port → WH → MOSB → Site
719,HVDC-ADOPT-SCT-0129,E08,HVDC-ADOPT-SCT-0129,2025-08-14,5001003776,Sangdong,Elec,Earthing & Lightning Protection Material,Earthing & Lightning Protection Material (7th),O,O,O,O,FOB,USD,902.0,390.0,50.41,1342.41,KOREA,Incheon,Abu Dhabi Airport,SEL00000827,EY823,,A,1,,,,,,,,,,,,,,,,,0.0,,,,66.0,0.24,0.24,,2025-08-14,2025-08-14,2025-08-14,2025-08-14,,2025-08-15,2025-08-15,2025-08-15,47150.0,247.0,259.0,2025-08-19,2025-08-23,2025-08-22,2025-02-14,,,,,,,2025-08-16,,,,,3,Port → WH → MOSB → Site
721,HVDC-ADOPT-SCT-0121,E08,HVDC-ADOPT-SCT-0121,2025-06-18,5001004422,Roxtec,Elec,Lighting&Small Power System,Multi Cable Transit,O,O,O,O,FOB,USD,951005.42,1600.0,10478.66,963084.08,SWEDEN,Helsingborg,Khalifa port,SEL00000527,MSC KYUNGMIN,deugro,C,21,,,1.0,,,,,,,,,,,,,,1.0,,,,11750.0,17.81,17.81,,2025-07-19,2025-07-19,2025-08-16,2025-08-16,2025-11-30,2025-08-16,2025-08-18,2025-08-18,47150.0,176849.0,185689.0,2025-08-21,2025-08-21,2025-08-25,2025-08-25,,,,,,,2025-08-21,,,,,3,Port → WH → MOSB → Site
722,HVDC-ADOPT-SIM-0094,E04-1,NR2512686,2025-07-28,SCT-19LT-PRC-PO-004,EUPEN,Elec,400kV and 132kV New Converter GIS,"Eupen Cables - MRDC, SHDC, GHDC and DSDC",,,O,O,CIF,EUR,,,,30331.94,BELGIUM,Brussels,Abu Dhabi Airport,H018447,EK9111T,,A,9,,,,,,,,,,,,,,,,,0.0,,,,3473.0,11.18,11.18,,2025-08-14,2025-08-14,2025-08-16,2025-08-16,2025-11-30,2025-08-19,2025-08-19,2025-08-19,47150.0,6503.0,6828.0,,2025-08-22,,2025-08-28,,,,,,,2025-08-23,,,,,3,Port → WH → MOSB → Site
740,HVDC-ADOPT-SCT-0108,E08,HVDC-ADOPT-SCT-0108,2025-07-18,5001003776,Sangdong,Elec,Earthing & Lightning Protection Material,Earthing & Lightning Protection Material (6th),O,O,O,O,FOB,USD,15258.88,800.0,176.65,16235.53,KOREA,Busan Port,Khalifa port,SEL00000562,HMM MIR,Deugro,C,6,1.0,,,,,,,,,,,,,,,,1.0,,,,7350.0,15.69,15.69,,2025-07-17,2025-07-17,2025-08-27,2025-08-27,2025-12-17,2025-08-25,2025-08-26,2025-08-26,47150.0,2982.0,3130.0,2026-01-20,2026-01-20,2025-09-23,2025-10-23,,,,,,,2025-08-16,,,,,3,Port → WH → MOSB → Site
748,HVDC-ADOPT-SCT-0126,E08,HVDC-ADOPT-SCT-0126,2025-08-09,5000801116,Bansuk,Elec,Lighting and Small Power Sysytem,Lighting & Small Power System,O,O,O,O,FOB,USD,128330.0,4000.0,1455.63,133785.63,CHINA,Shanghai,Khalifa port,SEL00000725,CMA CGM PEGASUS,,C,366,1.0,,2.0,,,,,,,,,,,,,,3.0,,,,53125.7,155.0,155.0,,2025-08-09,2025-08-09,2025-08-29,2025-08-29,2025-09-01,2025-08-26,2025-08-28,2025-08-28,47150.0,24567.0,25795.0,2025-09-10,2025-09-16,2025-09-14,,,2025-08-31,,,,,2025-09-11,,,,,3,Port → WH → MOSB → Site
756,HVDC-ADOPT-SCT-0131,E08,HVDC-ADOPT-SCT-0131,2025-09-05,5000789074,TaeHwa,Elec,Cable Tray System,Cable Tray System (18th),O,O,,,FOB,USD,19022.15,8402.94,107.31,27532.4,KOREA,Incheon,Abu Dhabi Airport,ELA2509004,EK325,,A,4,,,,,,,,,,,,,,,,,0.0,,,,1815.0,12.76,12.76,,2025-09-05,2025-09-05,2025-09-07,2025-09-07,2025-09-11,2025-09-08,2025-09-08,2025-09-08,47150.0,5056.0,5308.0,2025-10-10,,2025-09-13,,,,,,,,2025-09-08,,,,,3,Port → WH → MOSB → Site
760,HVDC-ADOPT-SCT-0122,E08,HVDC-ADOPT-SCT-0122,2025-08-05,5000801116,Bansuk,Elec,Lighting and Small Power Sysytem,Lighting & Small Power System,O,O,O,O,FOB,USD,50840.0,800.0,568.04,52208.04,Spain,Barcelona,Khalifa port,SEL00000505,MSC BUSAN,Deugro,C,4,1.0,,,,,,,,,,,,,,,,1.0,,,,941.0,4.67,4.67,,2025-08-01,2025-08-01,2025-09-08,2025-09-08,2025-09-11,2025-09-08,2025-09-08,2025-09-08,47150.0,9587.0,10066.0,,2025-10-13,2025-09-23,,,,,,,,2025-09-16,,,,,3,Port → WH → MOSB → Site
764,HVDC-ADOPT-SCT-0127,E08,HVDC-ADOPT-SCT-0127,2025-08-06,5001004422,Roxtec,Elec,Lighting&Small Power System,Multi Cable Transit,,,,O,FOB,USD,10352.21,800.0,122.67,11274.88,CHINA,Shanghai,Khalifa port,SEL00000781,CSCL INDIAN OCEAN,,C,1,1.0,,,,,,,,,,,,,,,,1.0,,,,659.0,1.13,1.13,,2025-08-26,2025-08-26,2025-09-11,2025-09-11,2025-09-16,2025-09-10,2025-09-11,2025-09-11,47150.0,2071.0,2174.0,,,,,,,,,,,2025-09-16,,,,,3,Port → WH → MOSB → Site
782,HVDC-ADOPT-SCT-0124,E08,HVDC-ADOPT-SCT-0124,2025-08-09,5000801061,SHIN AHN,Inst.,Field Instrument,Field Instrument (4th),O,O,O,O,FOB,USD,403320.0,1600.0,4454.12,409374.12,KOREA,Busan Port,Khalifa port,SEL00000772,HMM Hambada,Deugro,C,4,,,,,,,,,,,,,,,,,0.0,,,,3685.0,28.98,28.98,,2025-08-09,2025-08-09,2025-09-12,2025-09-12,2025-09-21,2025-09-12,2025-09-17,2025-09-17,47150.0,,,2025-09-23,2025-09-23,2026-01-04,,,,,,,,2025-09-23,,,,,3,Port → WH → MOSB → Site
789,HVDC-ADOPT-SCT-0134,E08,HVDC-ADOPT-SCT-0134,2025-09-24,5001009797,Dong-A Bestech,Elec,Cable Gland,Cable Gland 5th,O,O,O,O,FOB,USD,37104.1,6904.2,88.02,44096.32,KOREA,Incheon,Abu Dhabi Airport,ELA2509028,EK325,,A,4,,,,,,,,,,,,,,,,,0.0,,,,2178.0,7.43,7.43,,2025-09-24,2025-09-24,2025-09-26,2025-09-26,2025-10-13,2025-09-26,2025-09-26,2025-09-26,47150.0,8098.0,8502.0,2025-09-29,,2025-10-06,,,,,,,,2025-09-29,,,,,3,Port → WH → MOSB → Site
792,HVDC-ADOPT-SIM-0099,E04-1,HVDC-ADOPT-SIM-0099,2025-09-15,SCT-19LT-PRC-PO-004,EUPEN,Elec,400kV and 132kV New Converter GIS,"Eupen Cables - MRDC, GHDC and DSDC",,,O,O,CIF,EUR,,,,56506.33,BELGIUM,Brussels,Abu Dhabi Airport,H0357314,QY1003,,A,10,,,,,,,,,,,,,,,,,0.0,,,,4297.0,12.72,12.72,,2025-10-03,2025-10-03,2025-10-06,2025-10-06,2025-10-14,2025-10-06,2025-10-06,2025-10-06,47150.0,10910.0,11455.0,,2025-10-23,,,,2025-10-14,,,,,2025-11-04,,,,,3,Port → WH → MOSB → Site
793,HVDC-ADOPT-SCT-0137,E08,HVDC-ADOPT-SCT-0137,2025-10-02,5000761612,"BMT Co., Ltd",Elec,Juntion Box,Juntion Box,,O,O,,FOB,USD,6398.46,1430.6,12.8,7841.86,KOREA,Incheon,Abu Dhabi Airport,ELA2509040,EK323,,A,2,,,,,,,,,,,,,,,,,0.0,,,,303.0,3.28,3.28,,2025-10-02,2025-10-02,2025-10-04,2025-10-04,2025-10-14,2025-10-07,2025-10-07,2025-10-07,47150.0,1440.0,1512.0,,,2025-10-16,,,,,,,,2025-10-13,,,,,3,Port → WH → MOSB → Site
795,HVDC-ADOPT-SCT-0136,E08,HVDC-ADOPT-SCT-0136,2025-10-01,5001005009,"BMT Co., Ltd",Elec,Juntion Box,Juntion Box,O,O,O,,FOB,USD,6562.52,2033.0,16.69,8612.21,KOREA,Incheon,Abu Dhabi Airport,ELA2509047,EK323,,A,2,,,,,,,,,,,,,,,,,0.0,,,,318.0,3.28,3.28,,2025-10-02,2025-10-02,2025-10-04,2025-10-04,2025-10-14,2025-10-02,2025-10-10,2025-10-10,47150.0,1582.0,1661.0,,,2025-10-16,,,,,,,,2025-10-13,,,,,3,Port → WH → MOSB → Site
801,HVDC-ADOPT-SCT-0139,E08,HVDC-ADOPT-SCT-0139,2025-10-01,5001005974,Tyco Electronics,Elec,Armour Earthing Kit,Cable Termination Kit 5th,,O,,,FOB,USD,1260.0,118.22,3.78,1382.0,KOREA,Incheon,Abu Dhabi Airport,SEL00001146,EK323,,A,1,,,,,,,,,,,,,,,,,0.0,,,,18.5,0.1,0.1,,2025-10-01,2025-10-01,2025-10-02,2025-10-02,,2025-10-03,2025-10-03,2025-10-03,47150.0,307.0,322.0,,,2025-10-14,,,,,,,,2025-10-09,,,,,3,Port → WH → MOSB → Site
802,HVDC-ADOPT-SCT-0141,E08,HVDC-ADOPT-SCT-0141,2025-10-12,5000802593,Sangdong,Elec,Steel Conduit,Steel Conduit (10th),O,O,,O,FOB,USD,1126.8,483.0,17.71,1627.51,KOREA,Incheon,Abu Dhabi Airport,SEL00001182,EY0823,,A,1,,,,,,,,,,,,,,,,,0.0,,,,161.0,0.73,0.73,,2025-10-12,2025-10-12,2025-10-12,2025-10-12,,2025-10-13,2025-10-13,2025-10-13,47150.0,299.0,314.0,,,2025-10-16,,,,,,,,2025-10-13,,,,,3,Port → WH → MOSB → Site
813,HVDC-ADOPT-SCT-0145,E08,HVDC-ADOPT-SCT-0145,2025-10-30,5000802593,Sangdong,Elec,Steel Conduit,Steel Conduit (12th),O,,,O,FOB,USD,2586.5,500.0,15.43,3101.93,KOREA,Incheon,Abu Dhabi Airport,SEL00001321,QR859,,A,1,,,,,,,,,,,,,,,,,0.0,,,,25.0,0.09,0.09,,2025-10-30,2025-10-30,2025-10-30,2025-10-30,2025-11-03,2025-10-31,2025-10-31,2025-10-31,47150.0,570.0,598.0,2025-11-06,,,2025-11-07,,,,,,,2025-11-03,,,,,3,Port → WH → MOSB → Site
815,HVDC-ADOPT-SCT-0148,E08,HVDC-ADOPT-SCT-0148,,5000799801,LS Cable,Elec,"MV, LV & Control Cable","MV,LV & Control Cable (12th)",O,O,O,O,FOB,USD,8240.0,817.8,14.95,9072.75,KOREA,Incheon,Abu Dhabi Airport,SEL00001302,EY827,Deugro,A,1,,,,,,,,,,,,,,,,,0.0,,,,153.0,1.2,1.2,,2025-10-31,2025-10-31,2025-11-01,2025-11-01,,2025-11-03,2025-11-03,2025-11-03,47150.0,,1666.0,2025-11-06,2025-11-05,2025-11-08,2025-11-06,,,,,,,2025-11-04,,,,,3,Port → WH → MOSB → Site
817,HVDC-ADOPT-SCT-0147,E08,HVDC-ADOPT-SCT-0147,2025-11-02,5001009797,Dong-A Bestech,Elec,Cable Gland,Cable Gland 6th,,O,,O,FOB,USD,1662.87,430.0,40.0,2132.87,KOREA,Incheon,Abu Dhabi Airport,SEL00001323,EY827,,A,2,,,,,,,,,,,,,,,,,0.0,,,,107.0,0.34,0.34,,2025-11-02,2025-11-02,2025-11-03,2025-11-03,,2025-11-04,2025-11-04,2025-11-04,47150.0,392.0,411.0,,,2025-11-08,2025-11-06,,,,,,,2025-11-04,,,,,3,Port → WH → MOSB → Site
818,HVDC-ADOPT-SCT-0128,E08,HVDC-ADOPT-SCT-0128,2025-09-27,5000789074,TaeHwa,Elec,Cable Tray System,Cable Tray System (19th),,,O,O,FOB,USD,27725.81,3200.0,340.18,31265.99,KOREA,Busan Port,Khalifa port,SEL00001016,HMM MIR,Deugro,C,8,2.0,,1.0,,,,,,,,,,,,,,3.0,,,,17097.0,62.43,62.43,,2025-09-27,2025-09-27,2025-11-05,2025-11-05,2025-11-11,2025-11-05,2025-11-06,2025-11-06,47150.0,5742.0,6028.0,,2025-11-13,,,,,,,,,2025-11-08,,,,,3,Port → WH → MOSB → Site
820,HVDC-ADOPT-SCT-0132,E08,HVDC-ADOPT-SCT-0132,2025-10-02,5001028922,UNICON,Inst.,MOV Glove Valve,MOV Glove Valve,O,O,O,O,FOB,USD,27184.0,860.0,84.0,28128.0,KOREA,Busan Port,Khalifa port,SEL00001017,HMM GARNET,Deugro,C,4,1.0,,,,,,,,,,,,,,,,1.0,,,,1109.0,5.7,5.7,,2025-10-02,2025-10-02,2025-11-09,2025-11-09,2025-11-11,2025-11-07,2025-11-07,2025-11-07,47150.0,5166.0,5423.0,2025-11-14,2025-11-14,2025-11-18,2025-11-16,,,,,,,2025-11-14,,,,,3,Port → WH → MOSB → Site
821,HVDC-ADOPT-SCT-0149,E08,HVDC-ADOPT-SCT-0149,2025-11-04,5000801061,Arab Steel,Elec,Communication & Security System,Anchor Bolt with Template,,,O,,FOB,USD,875.2,3130.0,20.03,4025.23,Egypt,Kairo,Abu Dhabi Airport,ELGCAI251029,ES0195,,A,1,,,,,,,,,,,,,,,,,0.0,,,,700.0,0.72,0.72,,2025-11-04,2025-11-04,2025-11-07,2025-11-07,2025-11-11,2025-11-10,2025-11-10,2025-11-10,47150.0,740.0,776.0,,2025-11-13,,,,,,,,,2025-11-10,,,,,3,Port → WH → MOSB → Site
822,HVDC-ADOPT-SCT-0150,E08,HVDC-ADOPT-SCT-0150,2025-11-09,LPO-1675,Excellift,Mech,Crane and Hoist,Wire Rope,,,,O,FOB,USD,4190.0,400.0,20.0,4610.0,MALAYSIA,Kuala Lumpur,Abu Dhabi Airport,TC2508336,EY487,,A,1,,,,,,,,,,,,,,,,,0.0,,,,80.0,0.25,0.25,,2025-11-09,2025-11-09,2025-11-10,2025-11-10,2025-11-11,2025-11-10,2025-11-10,2025-11-10,47150.0,847.0,889.0,,,,2025-11-14,,,,,,,2025-11-11,,,,,3,Port → WH → MOSB → Site
823,HVDC-ADOPT-SCT-0135,E08,HVDC-ADOPT-SCT-0135,2025-09-04,5000801061,Arab Steel,Elec,Communication & Security System,Lighting Pole with Accessories,O,O,O,O,FOB,USD,72000.0,1115.0,877.38,73992.38,Egypt,Sukhna,Khalifa port,CFA0844427,CMA CGM Don Pascuale,,C,7,,,1.0,,,,,,,,,,,,,,1.0,,,,4665.0,50.0,50.0,,2025-10-21,2025-10-21,2025-11-10,2025-11-10,2025-11-20,2025-11-10,2025-11-11,2025-11-11,47150.0,13587.0,14266.0,2025-11-14,2025-11-14,2025-11-18,2025-11-16,,,,,,,2025-11-14,,,,,3,Port → WH → MOSB → Site
