NO,SCT_SHIP__NO,MR,COMMERCIAL_INVOICE_NO,INVOICE_DATE,PO_NO,VENDOR,CATEGORY,MAIN_DESCRIPTION_(PO),SUB_DESCRIPTION,SHU,DAS,MIR,AGI,INCOTERMS,CURRENCY,INVOICE_VALUE,FREIGHT,INSURANCE,CIF_VALUE,COE,POL,POD,BL_NO_AWB_NO,VESSEL_NAME_FLIGHT_NO,FORWARDER,SHIP_MODE,PKG,20DC,40DC,40HQ,45HQ,20OT(IN),20OT(OH),40OT(IN),40OT(OH),20FR(IN),40FR(IN),20FR(FV),40FR(OW),"20FR(OW,OH)","40FR(OW,OH)","40FR(OW,OL)",LCL,QTY_OF_CNTR,G_BULK,O_BULK,H_BULK,GWT(KG),CBM,R/T(GRAND-_TOTAL),A_CWT(KG),ETD,ATD,ETA,ATA,ATTESTATION_DATE,DO_COLLECTION,CUSTOMS_START,CUSTOMS_CLOSE,CUSTOM_CODE,DUTY_AMT,VAT_AMT,SHU2,MIR3,DAS4,AGI5,DSV_INDOOR,DSV_OUTDOOR,DSV_MZD,DSV_KIZAD,JDN_MZD,JDN_WATERFRONT,MOSB,AAA_STORAGE,ZENER_(WH),HAULER_DG_STORAGE,VIJAY_TANKS
32,HVDC-ADOPT-HE-0023,E01,PRL-DAS-003-O2 Lot 1,2024-01-16,4572116646,Hitachi,Elec,Main Converter,Converter Reactors,,O,,,CIF,EUR,329936.58,37577.41,32993.65,400507.64,BELGIUM,Antwerp,Khalifa port,GOT36800028,MSC TESSA,Scan Global Logistics AB,C,2,,,,,,,,,,1,,,,,,,1,,,,17800,105.2,105.2,,2024-01-16,2024-01-16,2024-02-18,2024-02-18,2024-02-13,2024-02-19,2024-02-19,2024-02-19,47150,0,197974,,,2024-09-02,,,,,,,,2024-02-24,,,,
33,HVDC-ADOPT-HE-0024,E01,PRL-SHU-003-O2 Lot 1,2024-01-16,4572116646,Hitachi,Elec,Main Converter,Converter Reactors,O,,,,CIF,EUR,329936.58,29521.99,32993.65,392452.22,BELGIUM,Antwerp,Khalifa port,GOT36800051,MSC TESSA,Scan Global Logistics AB,C,2,,,,,,,,,,1,,,,,,,1,,,,12650,69.6,69.6,,2024-01-16,2024-01-16,2024-02-18,2024-02-18,2024-02-12,2024-02-19,2024-02-20,2024-02-20,47150,0,77597,2024-02-25,,,,,,,,,,,,,,
34,HVDC-ADOPT-HE-0025,E01,PRL-MIR-003-O1 Lot 1,2024-01-16,4572116646,Hitachi,Elec,Main Converter,Converter Reactors,,,O,,CIF,EUR,329936.58,41081.4,32993.65,404011.63,BELGIUM,Antwerp,Khalifa port,GOT36800052,MSC TESSA,Scan Global Logistics AB,C,2,,,,,,,,,,1,,,,,,,1,,,,17700,90.6,90.6,,2024-01-16,2024-01-16,2024-02-18,2024-02-18,2024-02-12,2024-02-19,2024-02-20,2024-02-20,47150,0,79882,,2024-02-27,,,,,,,,,,,,,
35,HVDC-ADOPT-HE-0026,E01,PRL-DAS-003-O3 Lot 1,2024-01-16,4572116646,Hitachi,Elec,Main Converter,Converter Reactors,,O,,,CIF,EUR,494904.87,56366.12,49490.48,600761.47,BELGIUM,Antwerp,Khalifa port,GOT36800028,MSC TESSA,Scan Global Logistics AB,C,3,,,,,,,,,,1,,,,,,,1,,,,26700,157.8,157.8,,2024-01-16,2024-01-16,2024-02-18,2024-02-18,2024-02-13,2024-02-19,2024-02-19,2024-02-19,47150,0,,,,2024-09-02,,,,,,,,2024-02-24,,,,
36,HVDC-ADOPT-HE-0027,E01,PRL-DAS-002-O Lot 8,2023-11-27,4572116646,Hitachi,Elec,Main Converter,"Serpentine, Side Shields, Bottom Shields (part of valve)",,O,,,CIF,SEK,23428386,2134616.14,2342828.6,27905830.74,SWEDEN,Gothenburg,Khalifa port,GOT36800025,MSC TESSA,Scan Global Logistics AB,C,54,,,15,,,,,,,,,,,,,,15,,,,37659,390.4,390.4,,2024-01-03,2024-01-03,2024-02-29,2024-02-29,2024-01-19,2024-03-01,2024-03-01,2024-03-01,47150,0,496244,,,2025-06-07,,2024-03-08,2024-03-08,,,,,2025-05-26,,,,
37,HVDC-ADOPT-HE-0062,E01,PRL-DAS-004-A,2024-01-23,4572116646,Hitachi,Elec,Main Converter,Optical Current Transducer EQ078,,O,,,CIF,SEK,5019031.2,106288.75,501903.12,5627223.07,DENMARK,Copenhagen,Abu Dhabi Airport,1130103348,Etihad Airways,Scan Global Logistics AB,A,12,,,,,,,,,,,,,,,,,,12,,,2875,16.52,16.52,2875,2024-01-23,2024-01-26,2024-01-28,2024-01-28,2024-02-01,2024-01-29,2024-01-30,2024-01-30,47150,98571,103499,,,2025-05-29,,2024-02-01,2024-02-01,,,,,2025-05-20,,,,
38,HVDC-ADOPT-HE-0063,E01,PRL-DAS-004-A2,2024-01-23,4572116646,Hitachi,Elec,Main Converter,Optical Current Transducer EQ078,,O,,,CIF,SEK,418252.6,22366.85,41825.26,482444.71,NETHERLANDS,Amsterdam,Abu Dhabi Airport,1130103354,Etihad Airways,Scan Global Logistics AB,A,1,,,,,,,,,,,,,,,,,,1,,,605,7.02,7.02,1170.5,2024-01-29,2024-01-29,2024-01-30,2024-01-30,2024-01-27,2024-02-01,2024-02-01,2024-02-01,47150,8557,8985,,,2025-06-07,,2024-02-02,,,,,,,,,,
39,HVDC-ADOPT-HE-0064,E01,PRL-MIR-004-A,2024-01-23,4572116646,Hitachi,Elec,Main Converter,Optical Current Transducer EQ078,,,O,,CIF,SEK,5859358.4,122740.4,585935.84,6568034.64,DENMARK,Copenhagen,Abu Dhabi Airport,1130103349,Etihad Airways,Scan Global Logistics AB,A,14,,,,,,,,,,,,,,,,,,14,,,3320,19.19,19.19,3320,2024-01-23,2024-01-28,2024-01-29,2024-01-29,2024-01-27,2024-01-30,2024-01-30,2024-01-30,47150,114977,120725,,2025-08-08,,,2024-02-01,,,,,,,,,,
40,HVDC-ADOPT-HE-0065,E01,PRL-MIR-004-A2,2024-01-23,4572116646,Hitachi,Elec,Main Converter,Optical Current Transducer EQ078,,,O,,CIF,SEK,418525.6,24030.5,41852.56,484408.66,NETHERLANDS,Amsterdam,Abu Dhabi Airport,1130103355,Etihad Airways,Scan Global Logistics AB,A,1,,,,,,,,,,,,,,,,,,1,,,650,7.02,7.02,1170.5,2024-01-29,2024-01-29,2024-01-30,2024-01-30,2024-01-30,2024-02-01,2024-02-01,2024-02-01,47150,8592,9021,,2025-08-08,,,2024-02-02,,,,,,,,,,
41,HVDC-ADOPT-HE-0066,E01,PRL-SHU-004-A2,2024-01-23,4572116646,Hitachi,Elec,Main Converter,Optical Current Transducer EQ078,O,,,,CIF,SEK,5022307.2,106288.75,502230.72,5630826.67,DENMARK,Copenhagen,Abu Dhabi Airport,1130103353,Etihad Airways,Scan Global Logistics AB,A,12,,,,,,,,,,,,,,,,,,12,,,2875,16.52,16.52,2875,2024-01-23,2024-01-28,2024-01-29,2024-01-29,2024-01-30,2024-01-30,2024-01-30,2024-01-30,47150,98571,103499,2024-02-01,,,,2024-02-01,,,,,,,,,,
42,HVDC-ADOPT-HE-0067,E01,PRL-DAS-004-A2,2024-01-23,4572116646,Hitachi,Elec,Main Converter,Optical Current Transducer EQ078,,O,,,CIF,SEK,418525.6,22366.85,41852.56,482745.01,NETHERLANDS,Amsterdam,Abu Dhabi Airport,1130103356,Etihad Airways,Scan Global Logistics AB,A,1,,,,,,,,,,,,,,,,,,1,,,605,7.02,7.02,1170.5,2024-01-29,2024-01-29,2024-01-30,2024-01-30,2024-01-27,2024-02-01,2024-02-01,2024-02-01,47150,8563,8990,2025-07-08,,,,2024-02-02,,,,,,,,,,
43,HVDC-ADOPT-HE-0028,E01,PRL-SHU-003-O3 LOT1,2024-01-29,4572116646,Hitachi,Elec,Main Converter,Single-phase converter reactor,O,,,,DAP,EUR,494904.87,44282.99,49490.48,588678.34,BELGIUM,Antwerp,Khalifa port,GOT36800057,MARIE Maersk,Scan Global Logistics AB,C,3,,,,,,,,,,1,,,,,,,1,,,,18975,104.4,104.4,,2024-01-29,2024-01-29,2024-02-29,2024-02-29,2024-02-12,2024-03-01,2024-03-01,2024-03-01,47150,0,117139,2024-03-05,,,,,,,,,,,,,,
44,HVDC-ADOPT-HE-0058,E01,PRL-MIR-003-O2 LOT1,2024-01-29,4572116646,Hitachi,Elec,Main Converter,Single-phase converter reactor,,,O,,DAP,EUR,494904.87,61622.1,49490.48,606017.45,BELGIUM,Antwerp,Khalifa port,GOT36800061,MARIE Maersk,Scan Global Logistics AB,C,3,,,,,,,,,,1,,,,,,,1,,,,26550,135.9,135.9,,2024-01-29,2024-01-29,2024-02-29,2024-02-29,2024-02-13,2024-03-01,2024-03-02,2024-03-02,47150,0,240631,,2024-03-06,,,,,,,,,,,,,
45,HVDC-ADOPT-HE-0059,E01,PRL-MIR-003-O3 LOT1,2024-01-29,4572116646,Hitachi,Elec,Main Converter,Single-phase converter reactor,,,O,,DAP,EUR,494904.87,61622.1,49490.48,606017.45,BELGIUM,Antwerp,Khalifa port,GOT36800061,MARIE Maersk,Scan Global Logistics AB,C,3,,,,,,,,,,1,,,,,,,1,,,,26550,135.9,135.9,,2024-01-29,2024-01-29,2024-02-29,2024-02-29,2024-02-13,2024-03-01,2024-03-02,2024-03-02,47150,,,,2024-03-07,,,,,,,,,,,,,
46,HVDC-ADOPT-HE-0060,E01,PRL-DAS-003-O4 LOT1,2024-01-29,4572116646,Hitachi,Elec,Main Converter,Single-phase converter reactor,,O,,,DAP,EUR,494904.87,56366.12,49490.48,600761.47,BELGIUM,Antwerp,Khalifa port,GOT36800029,MARIE Maersk,Scan Global Logistics AB,C,3,,,,,,,,,,1,,,,,,,1,,,,26700,157.8,157.8,,2024-01-29,2024-01-29,2024-02-29,2024-02-29,2024-02-09,2024-03-01,2024-03-02,2024-03-02,47150,0,119272,,,2024-09-02,,,,,,,,2024-03-07,,,,
47,HVDC-ADOPT-PPL-0010,E02,HVDC-ADOPT-PPL-0010,2024-02-14,5000675246,Prysmian,Elec,320kV HVDC Cable System,Single Core Bonding Cable,O,,,,DAP,EUR,97000,800,1200,99000,OMAN,Muscat,UAE,,Road Tranport,,B,2,,,,,,,,,,,,,,,,,0,,,,1657,3.6,3.6,,2024-02-21,2024-02-21,2024-02-23,2024-02-23,2024-02-15,2024-02-23,2024-02-22,2024-02-22,47150,0,19996,,2025-11-24,,,,,,,2024-02-23,,,,,,
48,HVDC-ADOPT-PPL-0011,E02,HVDC-ADOPT-PPL-0011,2024-02-15,5000675246,Prysmian,Elec,320kV HVDC Cable System,End Caps for Subsea Cable,O,,,,DAP,EUR,35100,450,487.44,36037.44,FRANCE,CDG,Abu Dhabi Airport,607-31252196,Etihad Airways,Scan Global Logistics AB,A,1,,,,,,,,,,,,,,,,,0,,,,50,1.31,1.31,,2024-02-19,2024-02-19,2024-02-28,2024-02-28,2024-02-15,2024-03-05,2024-03-05,2024-03-05,47150,7179,7538,,,,,,,,,2024-03-06,,,,,,
49,HVDC-ADOPT-PPL-0012,E02,HVDC-ADOPT-PPL-0012,2024-02-23,5000675246,Prysmian,Elec,320kV HVDC Cable System,Outer Sheath Repair Kit for Subsea Cable - HVDC and Telecom,,,,,DAP,EUR,48587,4800,5034.16,58421.16,FRANCE,CDG,Abu Dhabi Airport,057-72107851,CASS ITALY,Aprile Spa - Milano,A,9,,,,,,,,,,,,,,,,,0,9,,,690,4.64,4.64,,2024-02-29,2024-02-29,2024-03-01,2024-03-01,2024-02-28,2024-03-05,2024-03-05,2024-03-05,47150,11638,12220,,2025-11-24,,,,,,,2024-03-10,,,,,,
50,HVDC-ADOPT-PPL-0013,E02,HVDC-ADOPT-PPL-0013,2024-02-27,5000675246,Prysmian,Elec,320kV HVDC Cable System,FO Land Termination and Cleats,,,,,DAP,EUR,121290.6,3514,1334.2,126138.8,UK,London,Abu Dhabi Airport,607-33358732,EY0026,,A,2,,,,,,,,,,,,,,,,,0,,,,502,2.97,2.97,,2024-02-28,2024-03-01,2024-03-02,2024-03-02,2024-02-29,2024-03-05,2024-03-05,2024-03-05,47150,25128,26384,,,,,,,,,2024-03-06,,,,,,
51,HVDC-ADOPT-SCT-0001,E08,HVDC-ADOPT-SCT-0001,2024-02-15,5000761114,Dong Yang,Elec,Cathodic Protection,Cathodic Protection Systems (1st),O,,O,,FOB,USD,38253.9,1020,535.55,39809.45,KOREA,Busan Port,Khalifa port,290-700-2402-027,YM WIDTH,,C,10,,,1,,,,,,,,,,,,,,1,,,,3408,11.24,11.24,,2024-02-15,2024-02-15,2024-03-22,2024-03-22,2024-02-16,2024-03-19,2024-03-21,2024-03-21,47150,5370,7579,2024-03-28,,,,,,,,,,,,,,
52,HVDC-ADOPT-SCT-0002,M01,HVDC-ADOPT-SCT-0002,2024-04-23,5000734812,Excellift,Mech,Crane and Hoist,Crane and Hoist (1st),O,O,,,FOB,USD,85700,7200,1030,93930,MALAYSIA,Port Klang,Khalifa port,KUL00001170,ALS FLORA,,C,16,1,,1,,,,,,,2,,,,,,,4,,,,15149,59.3,59.3,,2024-04-25,2024-04-25,2024-05-11,2024-05-11,2024-05-03,2024-05-13,2024-05-13,2024-05-13,47150,17248,18110,2024-05-16,,2024-05-15,,,,,,,,,,,,
53,HVDC-ADOPT-SEI-0001,E03,HVDC-ADOPT-SEI-0001,2024-02-20,5000684244,Sumitomo,Elec,400kV HVDC Cable System,MRC Cable with Static tank,O,O,,,CIF,JPY,5232598066,80408640,73109560,5386116266,JAPAN,Osaka,Mina Zayed,UHLF23199OSMI002,UHL Falcon,,B,5,,,,,,,,,,,,,,,,,0,,"4,242.88",,4465493.4,4116.48,4465.49,,2024-02-20,2024-02-20,2024-03-19,2024-03-19,2024-03-08,2024-03-25,2024-03-25,2024-03-25,47150,6541169,6868227,,,,,,,,,2024-03-28,,,,,,
54,HVDC-ADOPT-SEI-0002,E03,HVDC-ADOPT-SEI-0002,2024-02-20,5000684244,Sumitomo,Elec,400kV HVDC Cable System,Land & Spare Cable,O,O,,,CIF,JPY,197471824,6867252.6,3045676.96,207384753.6,JAPAN,Osaka,Mina Zayed,UHLF23199OSMI001,UHL Falcon,,B,5,,,,,,,,,,,,,,,,,0,,404.6,,127772,152.54,152.54,,2024-02-20,2024-02-20,2024-03-19,2024-03-19,2024-03-07,2024-03-25,2024-03-25,2024-03-25,47150,251859,264451,,,,,,,,,2024-04-08,,,,,,
55,HVDC-ADOPT-SIM-0001,E04-1,HVDC-ADOPT-SIM-0001,2024-01-24,SCT-19LT-PRC-PO-005,EUPEN,Elec,400kV and 132kV New Converter GIS,LV Cable,O,O,O,O,CIF,EUR,227859.48,4320,3247.89,235427.37,BELGIUM,Antwerp,Khalifa port,MEDUAX400529,Eugen Maersk,,C,28,,,2,,,,,,,,,,,,,,2,,,,26633,55.22,55.22,,2024-01-25,2024-02-09,2024-03-14,2024-03-14,2024-03-07,2024-03-14,2024-03-15,2024-03-15,47150,47149,49506,2024-03-28,2024-04-18,2024-04-04,2024-04-04,,2024-03-20,,,,,2024-03-26,,,,
56,HVDC-ADOPT-HE-0053,E01,PRL-SHU-002-O LOT3,2024-01-27,4572116646,Hitachi,Elec,Main Converter,Layers (Part of valve),O,,,,DAP,SEK,49912800,386255.7,4991280,55290335.7,SWEDEN,Gothenburg,Khalifa port,GOT36800042,MSC Irene,Scan Global Logistics AB,C,24,,,8,,,,,,,,,,,,,,8,,,,120000,351.1,351.1,,2024-01-27,2024-01-27,2024-03-22,2024-03-22,2024-02-16,2024-03-23,2024-03-24,2024-03-24,47150,965406,1013676,2025-03-19,,,,2024-04-01,,,,,,,,,,
57,HVDC-ADOPT-HE-0054,E01,PRL-SHU-002-O1 LOT1,2024-01-27,4572116646,Hitachi,Elec,Main Converter,"Serpentine, Light guides ( Part of Valve)",O,,,,DAP,SEK,13883488,141138.82,1388348.8,15412975.62,SWEDEN,Gothenburg,Khalifa port,GOT36800041,MSC Irene,Scan Global Logistics AB,C,32,,,3,,,,,,,,,,,,,,3,,,,10271,121.6,121.6,,2024-01-27,2024-01-27,2024-03-22,2024-03-22,2024-02-16,2024-03-23,2024-03-24,2024-03-24,47150,269121,282577,2025-06-26,,,,2024-03-29,,,,,,,,,,
58,HVDC-ADOPT-HE-0056,E01,PRL-SHU-002-O2 LOT1,2024-01-27,4572116646,Hitachi,Elec,Main Converter,"Bottom Shield, Side Shield, Corona Ring, Pipes",O,,,,DAP,SEK,40782746,405774.28,4078274.6,45266794.88,SWEDEN,Gothenburg,Khalifa port,GOT36800058,MSC Irene,Scan Global Logistics AB,C,94,,,14,,,,,,,,,,,,,,14,,,,61875,655,655,,2024-01-27,2024-01-27,2024-03-22,2024-03-22,2024-02-16,2024-03-25,2024-03-25,2024-03-25,47150,790388,829907,2025-06-30,,,,2024-04-04,2024-04-17,,,,,,,,,
59,HVDC-ADOPT-HE-0029,E01,PRL-ZAK-003-O1 LOT1,2024-02-04,4572116646,Hitachi,Elec,Main Converter,Single-phase converter reactor,,,,O,DAP,EUR,329936.58,37577.4,32993.65,400507.63,BELGIUM,Antwerp,Khalifa port,GOT36800063,EDITH Maersk,Scan Global Logistics AB,C,2,,,,,,,,,,1,,,,,,,1,,,,24000,105.2,105.2,,2024-02-04,2024-02-04,2024-03-06,2024-03-06,2024-02-16,2024-03-06,2024-03-07,2024-03-07,47150,0,80060,,,,,,2024-03-14,,,,,,,,,
60,HVDC-ADOPT-HE-0071,E01,PRL-ZAK-003-O2 LOT1,2024-02-04,4572116646,Hitachi,Elec,Main Converter,Single-phase converter reactor,,,,O,DAP,EUR,164968.29,18788.7,16496.82,200253.81,BELGIUM,Antwerp,Khalifa port,GOT36800064,EDITH Maersk,Scan Global Logistics AB,C,1,,,,,,,,,1,,,,,,,,1,,,,12000,52.6,52.6,,2024-02-04,2024-02-04,2024-03-06,2024-03-06,2024-02-16,2024-03-06,2024-03-07,2024-03-07,47150,0,40030,,,,,,2024-03-14,,,,,,,,,
61,HVDC-ADOPT-HE-0061,E01,PRL-DAS-003-O5 LOT1,2024-02-04,4572116646,Hitachi,Elec,Main Converter,Single-phase converter reactor,,O,,,DAP,EUR,329936.58,37577.41,32993.65,400507.64,BELGIUM,Antwerp,Khalifa port,GOT36800030-001,EDITH Maersk,Scan Global Logistics AB,C,2,,,,,,,,,,1,,,,,,,1,,,,17800,105.2,105.2,,2024-02-04,2024-02-04,2024-03-06,2024-03-06,2024-02-20,2024-03-06,2024-03-08,2024-03-08,47150,0,119907,,,2024-09-02,,,,,,,,2024-03-14,,,,
62,HVDC-ADOPT-HE-0074,E01,PRL-DAS-003-O6 LOT1,2024-02-04,4572116646,Hitachi,Elec,Main Converter,Single-phase converter reactor,,O,,,DAP,EUR,164968.29,18788.7,16496.82,200253.81,BELGIUM,Antwerp,Khalifa port,GOT36800030-002,EDITH Maersk,Scan Global Logistics AB,C,1,,,,,,,,,,1,,,,,,,1,,,,8900,52.6,52.6,,2024-02-04,2024-02-04,2024-03-06,2024-03-06,2024-02-22,2024-03-06,2024-03-08,2024-03-08,47150,0,,,,2024-09-02,,,,,,,,2024-03-14,,,,
63,HVDC-ADOPT-HE-0072,E01,PRL-MIR-003-O4 LOT1,2024-02-04,4572116646,Hitachi,Elec,Main Converter,Single-phase converter reactor,,,O,,DAP,EUR,494904.87,61622.1,49490.48,606017.45,BELGIUM,Antwerp,Khalifa port,GOT36800059,EDITH Maersk,Scan Global Logistics AB,C,3,,,,,,,,,,1,,,,,,,1,,,,26550,135.9,135.9,,2024-02-04,2024-02-04,2024-03-13,2024-03-13,2024-02-16,2024-03-06,2024-03-07,2024-03-07,47150,0,121141,,2024-03-11,,,,,,,,,,,,,
64,HVDC-ADOPT-HE-0057,E01,PRL-SHU-003-O4 LOT1,2024-02-04,4572116646,Hitachi,Elec,Main Converter,Single-phase converter reactor,O,,,,DAP,EUR,494904.87,44282.97,49490.48,588678.32,BELGIUM,Antwerp,Khalifa port,GOT36800062-001,EDITH Maersk,Scan Global Logistics AB,C,3,,,,,,,,,,1,,,,,,,1,,,,18975,104.4,104.4,,2024-02-04,2024-02-04,2024-03-06,2024-03-06,2024-02-20,2024-03-06,2024-03-08,2024-03-08,47150,0,157983,2024-03-12,,,,,,,,,,,,,,
65,HVDC-ADOPT-HE-0075,E01,PRL-SHU-003-O5 LOT1,2024-02-04,4572116646,Hitachi,Elec,Main Converter,Single-phase converter reactor,O,,,,DAP,EUR,164968.29,14760.99,16496.82,196226.1,BELGIUM,Antwerp,Khalifa port,GOT36800062-002,EDITH Maersk,Scan Global Logistics AB,C,1,,,,,,,,,,1,,,,,,,1,,,,6325,34.8,34.8,,2024-02-04,2024-02-04,2024-03-06,2024-03-06,2024-02-22,2024-03-06,2024-03-08,2024-03-08,47150,0,,2024-03-12,,,,,,,,,,,,,,
66,HVDC-ADOPT-HE-0069,E01,PRL-SHU-002-O1 LOT5,2024-01-29,4572116646,Hitachi,Elec,Main Converter,"Bottom Shield, Side Shield",O,,,,DAP,SEK,9978757,99285.19,997875.7,11075917.89,SWEDEN,Gothenburg,Khalifa port,GOT36800067,Eugen Maersk,Scan Global Logistics AB,C,23,,,5,,,,,,,,,,,,,,5,,,,26470,214.7,214.7,,2024-01-30,2024-01-30,2024-03-13,2024-03-13,2024-03-15,2024-03-14,2024-03-15,2024-03-15,47150,197593,207472,2024-03-23,,,,,,,,,,,,,,
67,HVDC-ADOPT-HE-0070,E01,PRL-SHU-002-O2 LOT5,2024-01-29,4572116646,Hitachi,Elec,Main Converter,"Serpentine, Cooling media",O,,,,DAP,SEK,4338590,43167.47,433859,4815616.47,SWEDEN,Gothenburg,Khalifa port,GOT36800043,Eugen Maersk,Scan Global Logistics AB,C,10,,,1,,,,,,,,,,,,,,1,,,,3170,43.3,43.3,,2024-01-30,2024-01-30,2024-03-13,2024-03-13,2024-03-15,2024-03-14,2024-03-15,2024-03-15,47150,85910,90205,2025-06-26,,,,2024-03-19,,,,,,,,,,
68,HVDC-ADOPT-HE-0068-1,E01,PRL-SHU-002-O LOT4-1,2024-02-08,4572116646,Hitachi,Elec,Main Converter,Layers,O,,,,DAP,SEK,31195500,241409.81,3119550,34556459.81,SWEDEN,Gothenburg,Khalifa port,GOT36800044,ESTELLE Maersk,Scan Global Logistics AB,C,15,,,5,,,,,,,,,,,,,,5,,,,75000,219.45,219.45,,2024-02-08,2024-02-08,2024-03-19,2024-03-19,2024-03-23,2024-03-20,2024-03-22,2024-03-22,47150,607451,637823,2025-03-19,,,,2024-03-28,,,,,,,,,,
69,HVDC-ADOPT-HE-0080-1,E01,PRL-SHU-002-O LOT7-1,2024-02-15,4572116646,Hitachi,Elec,Main Converter,"Side Shields, Conductor (Part of Valve)",O,,,,DAP,SEK,16052783,161878.03,1605278.3,17819939.33,SWEDEN,Gothenburg,Khalifa port,GOT36800046,ESTELLE Maersk,Scan Global Logistics AB,C,37,,,15,,,,,,,,,,,,,,15,,,,39347,393,393,,2024-02-08,2024-02-08,2024-03-19,2024-03-19,2024-02-21,2024-03-20,2024-03-22,2024-03-22,47150,313248,328910,2024-04-04,,,,,,,,,,,,,,
70,HVDC-ADOPT-HE-0081,E01,PRL-SHU-002-O LOT6,2024-02-08,4572116646,Hitachi,Elec,Main Converter,Layers,O,,,,DAP,SEK,62391000,482819.62,6239100,69112919.62,SWEDEN,Gothenburg,Khalifa port,GOT36800047,ESTELLE Maersk,Scan Global Logistics AB,C,30,,,10,,,,,,,,,,,,,,10,,,,150000,438.8,438.8,,2024-02-08,2024-02-08,2024-03-19,2024-03-19,2024-03-22,2024-03-20,2024-03-22,2024-03-22,47150,1214902,1275647,2025-03-19,,,,2024-03-28,,,,,,,,,,
71,HVDC-ADOPT-HE-0073,E01,PRL-MIR-003-O5 LOT1,2024-02-09,4572116646,Hitachi,Elec,Main Converter,Converter Reactors,,,O,,DAP,EUR,164968.29,20540.7,16496.82,202005.81,BELGIUM,Antwerp,Khalifa port,GOT36800060-001,Eugen Maersk,Scan Global Logistics AB,C,1,,,,,,,,,,1,,,,,,,1,,,,8850,45.3,45.3,,2024-02-09,2024-02-09,2024-03-13,2024-03-13,2024-02-26,2024-03-14,2024-03-15,2024-03-15,47150,0,80910,,2024-03-20,,,,,,,,,,,,,
72,HVDC-ADOPT-HE-0078,E01,PRL-MIR-003-O6 LOT1 Spare,2024-02-09,4572116646,Hitachi,Elec,Main Converter,Converter Reactors,,,O,,DAP,EUR,164968.29,20540.7,16496.82,202005.81,BELGIUM,Antwerp,Khalifa port,GOT36800060-002,Eugen Maersk,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0,,,,8850,45.3,45.3,,2024-02-09,2024-02-09,2024-03-13,2024-03-13,2024-02-26,2024-03-14,2024-03-15,2024-03-15,47150,,,,2024-03-20,,,,,,,,,,,,,
73,HVDC-ADOPT-HE-0030,E01,PRL-ZAK-003-O3 LOT1,2024-02-09,4572116646,Hitachi,Elec,Main Converter,Converter Reactors,,,,O,DAP,EUR,329936.58,37577.4,32993.65,400507.63,BELGIUM,Antwerp,Khalifa port,GOT36800037,Eugen Maersk,Scan Global Logistics AB,C,2,,,,,,,,,,1,,,,,,,1,,,,24000,105.2,105.2,,2024-02-09,2024-02-09,2024-03-13,2024-03-13,2024-02-20,2024-03-15,2024-03-15,2024-03-15,47150,0,240626,,,,,,2024-03-21,,,,,,,,,
74,HVDC-ADOPT-HE-0076,E01,PRL-ZAK-003-O4 LOT1,2024-02-09,4572116646,Hitachi,Elec,Main Converter,Converter Reactors,,,,O,DAP,EUR,329936.58,37577.4,32993.65,400507.63,BELGIUM,Antwerp,Khalifa port,GOT36800037,Eugen Maersk,Scan Global Logistics AB,C,2,,,,,,,,,,1,,,,,,,1,,,,24000,105.2,105.2,,2024-02-09,2024-02-09,2024-03-13,2024-03-13,2024-02-20,2024-03-15,2024-03-15,2024-03-15,47150,,,,,,,,2024-03-20,,,,,,,,,
75,HVDC-ADOPT-HE-0077,E01,PRL-ZAK-003-O5 LOT1,2024-02-09,4572116646,Hitachi,Elec,Main Converter,Converter Reactors,,,,O,DAP,EUR,329936.58,37577.4,32993.65,400507.63,BELGIUM,Antwerp,Khalifa port,GOT36800037,Eugen Maersk,Scan Global Logistics AB,C,2,,,,,,,,,,1,,,,,,,1,,,,24000,105.2,105.2,,2024-02-09,2024-02-09,2024-03-13,2024-03-13,2024-02-20,2024-03-15,2024-03-15,2024-03-15,47150,,,,,,,,2024-03-20,,,,,,,,,
76,HVDC-ADOPT-HE-0068-2,E01,PRL-SHU-002-O LOT4-2,2024-02-08,4572116646,Hitachi,Elec,Main Converter,Layers,O,,,,DAP,SEK,43673700,337973.74,4367370,48379043.74,SWEDEN,Gothenburg,Khalifa port,GOT36800082,ELLY Maersk,Scan Global Logistics AB,C,21,,,7,,,,,,,,,,,,,,7,,,,105000,307.23,307.23,,2024-02-10,2024-02-10,2024-03-27,2024-03-27,2024-02-21,2024-03-29,2024-03-29,2024-03-29,47150,833359,875026,2025-03-19,,,,2024-04-15,,,,,,,,,,
77,HVDC-ADOPT-HE-0080-2,E01,PRL-SHU-002-O LOT7-2,2024-02-10,4572116646,Hitachi,Elec,Main Converter,Top Part Installation,O,,,,DAP,SEK,1301577,10791.87,130157.7,1442526.57,SWEDEN,Gothenburg,Khalifa port,GOT36800083,ELLY Maersk,Scan Global Logistics AB,C,3,,,1,,,,,,,,,,,,,,1,,,,3927,27.1,27.1,,2024-02-10,2024-02-10,2024-03-27,2024-03-27,2024-02-21,2024-03-29,2024-03-30,2024-03-30,47150,24789,26028,2024-04-17,,,,,,,,,,,,,,
